yourlist:M201912106746803381A1F0E0DB47453E0216320D314B872,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
DYNC2H1,Q8NCM8,DYHC2_HUMAN,reviewed,Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B),DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997,Homo sapiens (Human),4307
ACAT1,E9PKF3,E9PKF3_HUMAN,unreviewed,"Acetyl-CoA acetyltransferase, mitochondrial (Fragment)",ACAT1,Homo sapiens (Human),54
ACAT1,E9PRQ6,E9PRQ6_HUMAN,unreviewed,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Homo sapiens (Human),141
ACAT1,H0YEL7,H0YEL7_HUMAN,unreviewed,"Acetyl-CoA acetyltransferase, mitochondrial (Fragment)",ACAT1,Homo sapiens (Human),136
ACAT1,P24752,THIL_HUMAN,reviewed,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)",ACAT1 ACAT MAT,Homo sapiens (Human),427
ACAT1,P35610,SOAT1_HUMAN,reviewed,Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1),SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT,Homo sapiens (Human),550
ATM,A0A024R3C7,A0A024R3C7_HUMAN,unreviewed,Serine-protein kinase ATM (EC 2.7.11.1),ATM hCG_38040,Homo sapiens (Human),3056
ATM,A0A087X0E9,A0A087X0E9_HUMAN,unreviewed,Serine-protein kinase ATM,ATM,Homo sapiens (Human),168
ATM,A8WFP7,A8WFP7_HUMAN,unreviewed,ATM protein (Fragment),ATM,Homo sapiens (Human),139
ATM,E2I6F3,E2I6F3_HUMAN,unreviewed,ATM variant (EC 2.7.11.1) (Fragment),ATM,Homo sapiens (Human),219
ATM,E9PIN0,E9PIN0_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),1369
ATM,E9PIQ5,E9PIQ5_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),154
ATM,E9PRG7,E9PRG7_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),93
ATM,H0YDU7,H0YDU7_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),155
ATM,H0YEC6,H0YEC6_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),77
ATM,M0QXY8,M0QXY8_HUMAN,unreviewed,Serine-protein kinase ATM (Fragment),ATM,Homo sapiens (Human),135
ATM,Q13315,ATM_HUMAN,reviewed,Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated),ATM,Homo sapiens (Human),3056
ATM,Q6P7P1,Q6P7P1_HUMAN,unreviewed,ATM protein (Serine-protein kinase ATM),ATM,Homo sapiens (Human),112
ATM,Q8TDS0,Q8TDS0_HUMAN,unreviewed,ATM (Fragment),ATM,Homo sapiens (Human),49
ATM,Q8TDS1,Q8TDS1_HUMAN,unreviewed,ATM (Fragment),ATM,Homo sapiens (Human),32
ATM,Q8TDS2,Q8TDS2_HUMAN,unreviewed,ATM (Fragment),ATM,Homo sapiens (Human),87
ATM,Q96QM9,Q96QM9_HUMAN,unreviewed,"ATM protein (Ataxia telangiectasia mutated (Includes complementation groups A, C and D))",ATM,Homo sapiens (Human),138
RDX,A0A2R8Y4H6,A0A2R8Y4H6_HUMAN,unreviewed,Radixin (Fragment),RDX,Homo sapiens (Human),152
RDX,A0A2R8Y5P0,A0A2R8Y5P0_HUMAN,unreviewed,Radixin (Fragment),RDX,Homo sapiens (Human),115
RDX,A0A2R8Y5S7,A0A2R8Y5S7_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),590
RDX,A0A2R8Y7M3,A0A2R8Y7M3_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),534
RDX,B0YJ88,B0YJ88_HUMAN,unreviewed,"Radixin (Radixin, isoform CRA_b) (cDNA, FLJ93349, Homo sapiens radixin (RDX), mRNA)",RDX hCG_39182,Homo sapiens (Human),583
RDX,E9PKN5,E9PKN5_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),51
RDX,E9PN07,E9PN07_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),50
RDX,E9PNP4,E9PNP4_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),52
RDX,E9PNV3,E9PNV3_HUMAN,unreviewed,Radixin (Fragment),RDX,Homo sapiens (Human),148
RDX,E9PQ82,E9PQ82_HUMAN,unreviewed,Radixin (Fragment),RDX,Homo sapiens (Human),116
RDX,E9PRS5,E9PRS5_HUMAN,unreviewed,Radixin,RDX,Homo sapiens (Human),44
RDX,P35241,RADI_HUMAN,reviewed,Radixin,RDX,Homo sapiens (Human),583
RDX,Q05CU6,Q05CU6_HUMAN,unreviewed,RDX protein (Fragment),RDX,Homo sapiens (Human),342
RDX,Q6PKD3,Q6PKD3_HUMAN,unreviewed,RDX protein (Fragment),RDX,Homo sapiens (Human),339
ALG9,A0A087WTZ3,A0A087WTZ3_HUMAN,unreviewed,Mannosyltransferase (EC 2.4.1.-),ALG9,Homo sapiens (Human),134
ALG9,A0A087WVC0,A0A087WVC0_HUMAN,unreviewed,Mannosyltransferase (EC 2.4.1.-),ALG9,Homo sapiens (Human),168
ALG9,A0A087WX16,A0A087WX16_HUMAN,unreviewed,"Alpha-1,2-mannosyltransferase ALG9",ALG9,Homo sapiens (Human),102
ALG9,A0A087WZY8,A0A087WZY8_HUMAN,unreviewed,Mannosyltransferase (EC 2.4.1.-),ALG9,Homo sapiens (Human),198
ALG9,A0A0S2Z5N6,A0A0S2Z5N6_HUMAN,unreviewed,Asparagine-linked glycosylation 9 alpha-12-mannosyltransferase-like protein isoform 1 (Asparagine-linked glycosylation 9 alpha-12-mannosyltransferase-like protein isoform 2),ALG9,Homo sapiens (Human),56
ALG9,H0YCW6,H0YCW6_HUMAN,unreviewed,Mannosyltransferase (EC 2.4.1.-) (Fragment),ALG9,Homo sapiens (Human),207
ALG9,H0YEX8,H0YEX8_HUMAN,unreviewed,"Alpha-1,2-mannosyltransferase ALG9 (Fragment)",ALG9,Homo sapiens (Human),35
ALG9,H0YF48,H0YF48_HUMAN,unreviewed,"Alpha-1,2-mannosyltransferase ALG9 (Fragment)",ALG9,Homo sapiens (Human),24
ALG9,Q9H6U8,ALG9_HUMAN,reviewed,"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",ALG9 DIBD1,Homo sapiens (Human),611
CRYAB,A0A024R3B9,A0A024R3B9_HUMAN,unreviewed,"Alpha-crystallin B chain (Crystallin, alpha B, isoform CRA_c)",CRYAB hCG_1730741,Homo sapiens (Human),108
CRYAB,A0A140G961,A0A140G961_HUMAN,unreviewed,Alpha-crystallin B chain (Fragment),CRYAB,Homo sapiens (Human),168
CRYAB,C3VMY8,C3VMY8_HUMAN,unreviewed,Alpha B crystallin,CRYAB,Homo sapiens (Human),175
CRYAB,E9PJL7,E9PJL7_HUMAN,unreviewed,Alpha-crystallin B chain (Fragment),CRYAB,Homo sapiens (Human),129
CRYAB,E9PNH7,E9PNH7_HUMAN,unreviewed,Alpha-crystallin B chain,CRYAB,Homo sapiens (Human),106
CRYAB,E9PRA8,E9PRA8_HUMAN,unreviewed,Alpha-crystallin B chain,CRYAB,Homo sapiens (Human),155
CRYAB,E9PS12,E9PS12_HUMAN,unreviewed,Alpha-crystallin B chain (Fragment),CRYAB,Homo sapiens (Human),77
CRYAB,P02511,CRYAB_HUMAN,reviewed,Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component),CRYAB CRYA2 HSPB5,Homo sapiens (Human),175
CRYAB,V9HW27,V9HW27_HUMAN,unreviewed,"Alpha-crystallin B chain (Crystallin, alpha B, isoform CRA_a) (Epididymis secretory protein Li 101)",HEL-S-101 CRYAB hCG_1730741,Homo sapiens (Human),175
DLAT,A0A024R3D8,A0A024R3D8_HUMAN,unreviewed,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),DLAT hCG_39465,Homo sapiens (Human),647
DLAT,E9PEJ4,E9PEJ4_HUMAN,unreviewed,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),DLAT,Homo sapiens (Human),542
DLAT,E9PKC7,E9PKC7_HUMAN,unreviewed,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,Homo sapiens (Human),65
DLAT,H0YDD4,H0YDD4_HUMAN,unreviewed,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Fragment),DLAT,Homo sapiens (Human),479
DLAT,P10515,ODP2_HUMAN,reviewed,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",DLAT DLTA,Homo sapiens (Human),647
DLAT,Q86YI5,Q86YI5_HUMAN,unreviewed,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),DLAT,Homo sapiens (Human),647
SDHD,A0A0S2Z4H7,A0A0S2Z4H7_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,SDHD,Homo sapiens (Human),85
SDHD,A0A0S2Z4J3,A0A0S2Z4J3_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment),SDHD,Homo sapiens (Human),159
SDHD,A0A1W2PNY0,A0A1W2PNY0_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,SDHD,Homo sapiens (Human),72
SDHD,E9PK73,E9PK73_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,SDHD,Homo sapiens (Human),131
SDHD,G3V173,G3V173_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,SDHD hCG_2032955,Homo sapiens (Human),104
SDHD,H0YD41,H0YD41_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment),SDHD,Homo sapiens (Human),101
SDHD,H0YD96,H0YD96_HUMAN,unreviewed,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment),SDHD,Homo sapiens (Human),55
SDHD,O14521,DHSD_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)",SDHD SDH4,Homo sapiens (Human),159
PTS,E9PJM0,E9PJM0_HUMAN,unreviewed,6-pyruvoyl tetrahydrobiopterin synthase,PTS,Homo sapiens (Human),61
PTS,E9PKY8,E9PKY8_HUMAN,unreviewed,6-pyruvoyl tetrahydrobiopterin synthase,PTS,Homo sapiens (Human),55
PTS,E9PNN3,E9PNN3_HUMAN,unreviewed,6-pyruvoyl tetrahydrobiopterin synthase,PTS,Homo sapiens (Human),77
PTS,Q03393,PTPS_HUMAN,reviewed,6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12),PTS,Homo sapiens (Human),145
DRD2,A0A024R3C5,A0A024R3C5_HUMAN,unreviewed,"Dopamine receptor D2, isoform CRA_c",DRD2 hCG_39593,Homo sapiens (Human),443
DRD2,A0A024R3I6,A0A024R3I6_HUMAN,unreviewed,"Dopamine receptor D2, isoform CRA_b",DRD2 hCG_39593,Homo sapiens (Human),414
DRD2,A0A1Y8EK52,A0A1Y8EK52_HUMAN,unreviewed,D(2) dopamine receptor (Fragment),DRD2,Homo sapiens (Human),7
DRD2,A0A220XIT2,A0A220XIT2_HUMAN,unreviewed,DRD2 (Fragment),DRD2,Homo sapiens (Human),94
DRD2,B5BUP4,B5BUP4_HUMAN,unreviewed,Dopamine receptor D2 isoform short (Fragment),DRD2,Homo sapiens (Human),414
DRD2,F8VUV1,F8VUV1_HUMAN,unreviewed,D(2) dopamine receptor,DRD2,Homo sapiens (Human),442
DRD2,P14416,DRD2_HUMAN,reviewed,D(2) dopamine receptor (Dopamine D2 receptor),DRD2,Homo sapiens (Human),443
DRD2,Q6LDH7,Q6LDH7_HUMAN,unreviewed,D(2) dopamine receptor (Dopamine D2 receptor) (Fragment),DRD2,Homo sapiens (Human),177
CEP164,A0A1W2PQ68,A0A1W2PQ68_HUMAN,unreviewed,Centrosomal protein of 164 kDa (Fragment),CEP164,Homo sapiens (Human),727
CEP164,E9PI05,E9PI05_HUMAN,unreviewed,Centrosomal protein of 164 kDa (Fragment),CEP164,Homo sapiens (Human),115
CEP164,E9PIM2,E9PIM2_HUMAN,unreviewed,Centrosomal protein of 164 kDa (Fragment),CEP164,Homo sapiens (Human),122
CEP164,E9PLS8,E9PLS8_HUMAN,unreviewed,Centrosomal protein of 164 kDa (Fragment),CEP164,Homo sapiens (Human),121
CEP164,E9PR73,E9PR73_HUMAN,unreviewed,Centrosomal protein of 164 kDa (Fragment),CEP164,Homo sapiens (Human),158
CEP164,L8E8L4,L8E8L4_HUMAN,unreviewed,Alternative protein CEP164,CEP164,Homo sapiens (Human),142
CEP164,Q9UPV0,CE164_HUMAN,reviewed,Centrosomal protein of 164 kDa (Cep164),CEP164 KIAA1052 NPHP15,Homo sapiens (Human),1460
IL10RA,E9PKU2,E9PKU2_HUMAN,unreviewed,Interleukin-10 receptor subunit alpha,IL10RA,Homo sapiens (Human),94
IL10RA,E9PPU4,E9PPU4_HUMAN,unreviewed,Interleukin-10 receptor subunit alpha,IL10RA,Homo sapiens (Human),88
IL10RA,H2DF05,H2DF05_HUMAN,unreviewed,Interleukin 10 alpha receptor,IL10RA,Homo sapiens (Human),578
IL10RA,Q13651,I10R1_HUMAN,reviewed,Interleukin-10 receptor subunit alpha (IL-10 receptor subunit alpha) (IL-10R subunit alpha) (IL-10RA) (CDw210a) (Interleukin-10 receptor subunit 1) (IL-10R subunit 1) (IL-10R1) (CD antigen CD210),IL10RA IL10R,Homo sapiens (Human),578
SCN4B,B0YJ93,B0YJ93_HUMAN,unreviewed,"Sodium channel beta-4 subunit (Sodium channel, voltage-gated, type IV, beta, isoform CRA_b) (cDNA, FLJ95353, Homo sapiens sodium channel, voltage-gated, type IV, beta (SCN4B),mRNA)",SCN4B hCG_1646677,Homo sapiens (Human),228
SCN4B,Q8IWT1,SCN4B_HUMAN,reviewed,Sodium channel subunit beta-4,SCN4B,Homo sapiens (Human),228
SCN2B,A0A590UJS3,A0A590UJS3_HUMAN,unreviewed,Sodium channel subunit beta-2,SCN2B,Homo sapiens (Human),92
SCN2B,O60939,SCN2B_HUMAN,reviewed,Sodium channel subunit beta-2,SCN2B UNQ326/PRO386,Homo sapiens (Human),215
SCN2B,Q5U0K8,Q5U0K8_HUMAN,unreviewed,"Sodium channel, voltage-gated, type II, beta (cDNA, FLJ94526, Homo sapiens sodium channel, voltage-gated, type II, beta (SCN2B),mRNA)",SCN2B hCG_41149,Homo sapiens (Human),215
CD3E,A0N2Z5,A0N2Z5_HUMAN,unreviewed,CD3E protein (Fragment),CD3E,Homo sapiens (Human),45
CD3E,E9PSH8,E9PSH8_HUMAN,unreviewed,T-cell surface glycoprotein CD3 epsilon chain,CD3E,Homo sapiens (Human),201
CD3E,P07766,CD3E_HUMAN,reviewed,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),CD3E T3E,Homo sapiens (Human),207
CD3G,A0A3B3IUD8,A0A3B3IUD8_HUMAN,unreviewed,T-cell surface glycoprotein CD3 gamma chain (Fragment),CD3G,Homo sapiens (Human),11
CD3G,A2N8H4,A2N8H4_HUMAN,unreviewed,TCR Ti gamma-chain V8-J2 region (Fragment),CD3G,Homo sapiens (Human),20
CD3G,A2N8H5,A2N8H5_HUMAN,unreviewed,TCR Ti gamma-chain V9-J2 region (Fragment),CD3G,Homo sapiens (Human),17
CD3G,A8MUH3,A8MUH3_HUMAN,unreviewed,T-cell surface glycoprotein CD3 gamma chain,CD3G,Homo sapiens (Human),78
CD3G,B0YIY5,B0YIY5_HUMAN,unreviewed,"CD3g antigen, gamma polypeptide (TiT3 complex) (T-cell surface glycoprotein CD3 gamma chain) (cDNA, FLJ94613, Homo sapiens CD3G antigen, gamma polypeptide (TiT3 complex) (CD3G),mRNA)",CD3G hCG_1646880,Homo sapiens (Human),182
CD3G,J3KNA5,J3KNA5_HUMAN,unreviewed,T-cell surface glycoprotein CD3 gamma chain,CD3G,Homo sapiens (Human),40
CD3G,P09693,CD3G_HUMAN,reviewed,T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g),CD3G T3G,Homo sapiens (Human),182
UBE4A,B7Z7P0,B7Z7P0_HUMAN,unreviewed,"cDNA FLJ51394, highly similar to Ubiquitin conjugation factor E4 A",UBE4A,Homo sapiens (Human),538
UBE4A,L8E7Q1,L8E7Q1_HUMAN,unreviewed,Alternative protein UBE4A,UBE4A,Homo sapiens (Human),46
UBE4A,Q05BZ7,Q05BZ7_HUMAN,unreviewed,UBE4A protein (Fragment),UBE4A,Homo sapiens (Human),392
UBE4A,Q14139,UBE4A_HUMAN,reviewed,Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A),UBE4A KIAA0126,Homo sapiens (Human),1066
KMT2A,A0A3B3ISN4,A0A3B3ISN4_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),173
KMT2A,A0A3B3ITT0,A0A3B3ITT0_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),50
KMT2A,A0A3B3ITT7,A0A3B3ITT7_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),69
KMT2A,A0A3B3ITZ6,A0A3B3ITZ6_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),237
KMT2A,A0A3S6YZ73,A0A3S6YZ73_HUMAN,unreviewed,KMT2A/MAML2 fusion protein (Fragment),KMT2A MAML2 fusion,Homo sapiens (Human),582
KMT2A,A0A4D6WIU0,A0A4D6WIU0_HUMAN,unreviewed,KMT2A (Fragment),KMT2A EPS15 fusion,Homo sapiens (Human),12
KMT2A,A0A4D6WLI1,A0A4D6WLI1_HUMAN,unreviewed,KMT2A-MLLT6 fusion protein (Fragment),KMT2A MLLT6 fusion,Homo sapiens (Human),222
KMT2A,A0A4D6WN96,A0A4D6WN96_HUMAN,unreviewed,KMT2A-MLLT6 fusion protein (Fragment),KMT2A MLLT6 fusion,Homo sapiens (Human),222
KMT2A,E9PR05,E9PR05_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),1439
KMT2A,H0YEU4,H0YEU4_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),87
KMT2A,H7C5V8,H7C5V8_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),160
KMT2A,H7C5W4,H7C5W4_HUMAN,unreviewed,Histone-lysine N-methyltransferase 2A (Fragment),KMT2A,Homo sapiens (Human),302
KMT2A,Q03164,KMT2A_HUMAN,reviewed,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1,Homo sapiens (Human),3969
SLC37A4,A0A024R3F7,A0A024R3F7_HUMAN,unreviewed,"Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_c",SLC37A4 hCG_38437,Homo sapiens (Human),371
SLC37A4,A0A024R3H9,A0A024R3H9_HUMAN,unreviewed,"Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_a",SLC37A4 hCG_38437,Homo sapiens (Human),429
SLC37A4,A0A024R3L1,A0A024R3L1_HUMAN,unreviewed,"Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4, isoform CRA_b",SLC37A4 hCG_38437,Homo sapiens (Human),451
SLC37A4,O43826,G6PT1_HUMAN,reviewed,Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19),SLC37A4 G6PT G6PT1 PRO0685 TRG19,Homo sapiens (Human),429
SLC37A4,Q6IBR9,Q6IBR9_HUMAN,unreviewed,SLC37A4 protein,SLC37A4,Homo sapiens (Human),429
SLC37A4,U3KPU7,U3KPU7_HUMAN,unreviewed,Glucose-6-phosphate exchanger SLC37A4,SLC37A4,Homo sapiens (Human),429
SLC37A4,U3KQL4,U3KQL4_HUMAN,unreviewed,Glucose-6-phosphate exchanger SLC37A4,SLC37A4,Homo sapiens (Human),356
SLC37A4,U3KQS2,U3KQS2_HUMAN,unreviewed,Glucose-6-phosphate exchanger SLC37A4,SLC37A4,Homo sapiens (Human),451
HMBS,A0A0G2JQQ7,A0A0G2JQQ7_HUMAN,unreviewed,Porphobilinogen deaminase (Fragment),HMBS,Homo sapiens (Human),119
HMBS,A0A1W2PNU5,A0A1W2PNU5_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),190
HMBS,A0A3B3IRR1,A0A3B3IRR1_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),338
HMBS,A0A3B3IT17,A0A3B3IT17_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),48
HMBS,A0A3B3IU34,A0A3B3IU34_HUMAN,unreviewed,Porphobilinogen deaminase (Fragment),HMBS,Homo sapiens (Human),218
HMBS,A0A3B3IU56,A0A3B3IU56_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),151
HMBS,A0A3F2YNY7,A0A3F2YNY7_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),355
HMBS,B5U9V4,B5U9V4_HUMAN,unreviewed,Hydroxymethylbilane synthase (Fragment),HMBS,Homo sapiens (Human),53
HMBS,F1DBF3,F1DBF3_HUMAN,unreviewed,Hydroxymethylbilane synthase (EC 2.5.1.61) (Fragment),HMBS,Homo sapiens (Human),22
HMBS,F5GY90,F5GY90_HUMAN,unreviewed,Porphobilinogen deaminase (Fragment),HMBS,Homo sapiens (Human),187
HMBS,F5H0P4,F5H0P4_HUMAN,unreviewed,Porphobilinogen deaminase (Fragment),HMBS,Homo sapiens (Human),228
HMBS,F5H226,F5H226_HUMAN,unreviewed,Porphobilinogen deaminase (Fragment),HMBS,Homo sapiens (Human),191
HMBS,F5H345,F5H345_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),330
HMBS,F5H4W5,F5H4W5_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),63
HMBS,F5H4X2,F5H4X2_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),81
HMBS,F5H4Y7,F5H4Y7_HUMAN,unreviewed,Porphobilinogen deaminase,HMBS,Homo sapiens (Human),81
HMBS,P08397,HEM3_HUMAN,reviewed,Porphobilinogen deaminase (PBG-D) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),HMBS PBGD UPS,Homo sapiens (Human),361
HMBS,Q0G847,Q0G847_HUMAN,unreviewed,Hydroxymethylbilane synthase (Fragment),HMBS,Homo sapiens (Human),87
HMBS,X5FSX0,X5FSX0_HUMAN,unreviewed,Hydroxymethylbilane synthase (Fragment),HMBS,Homo sapiens (Human),45
DPAGT1,A0A024R3H8,A0A024R3H8_HUMAN,unreviewed,"Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase), isoform CRA_a",DPAGT1 hCG_39397,Homo sapiens (Human),408
DPAGT1,A0A1B0GV58,A0A1B0GV58_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (Fragment),DPAGT1,Homo sapiens (Human),77
DPAGT1,A0A1W2PPC6,A0A1W2PPC6_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,Homo sapiens (Human),377
DPAGT1,A0A1W2PQD1,A0A1W2PQD1_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,Homo sapiens (Human),69
DPAGT1,A0A1W2PQH0,A0A1W2PQH0_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (Fragment),DPAGT1,Homo sapiens (Human),173
DPAGT1,A0A1W2PRR6,A0A1W2PRR6_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,Homo sapiens (Human),102
DPAGT1,F8W681,F8W681_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,Homo sapiens (Human),57
DPAGT1,F8WE55,F8WE55_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,Homo sapiens (Human),95
DPAGT1,H7C2L6,H7C2L6_HUMAN,unreviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (Fragment),DPAGT1,Homo sapiens (Human),226
DPAGT1,Q9H3H5,GPT_HUMAN,reviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase),DPAGT1 DPAGT2,Homo sapiens (Human),408
CBL,A0A0U1RQX8,A0A0U1RQX8_HUMAN,unreviewed,E3 ubiquitin-protein ligase CBL,CBL,Homo sapiens (Human),882
CBL,A0A0U1RR39,A0A0U1RR39_HUMAN,unreviewed,E3 ubiquitin-protein ligase CBL,CBL,Homo sapiens (Human),862
CBL,A0A0U1RRJ5,A0A0U1RRJ5_HUMAN,unreviewed,E3 ubiquitin-protein ligase CBL (Fragment),CBL,Homo sapiens (Human),89
